id;Текст сущности;REF (ID);Частота;Type (заполнить);Subtype (заполнить)
placeName;Красноярском округе;#place_krasnoyarsk_okrug;1;Места;Адм. единицы
placeName;Енисейскую губернию;#place_enisei_province;1;Места;Адм. единицы
placeName;Енисейскою губернию;#place_enisei_province;1;Места;Адм. единицы
placeName;Томском;#place_tomsk_province;1;Места;Насел. пункты
placeName;Минусинску;#place_minusinsk;1;Места;Насел. пункты
placeName;река Енисей;#place_enisey_river;1;Места;Географические точки
placeName;река Туба;#place_tuba_river;1;Места;Географические точки
placeName;река Чулым;#place_chulym_river;1;Места;Географические точки
placeName;река Кеть;#place_ket_river;1;Места;Географические точки
placeName;Кеть;#place_ket_river;1;Места;Географические точки
placeName;Тубе;#place_tuba_river;1;Места;Насел. пункты
placeName;Чернореченской;#place_чернореченской;1;Места;Насел. пункты
placeName;Нахвальской;#place_нахвальской;1;Места;Насел. пункты
placeName;Рыбинской;#place_rybinskoe;1;Места;Насел. пункты
placeName;Рыбинском;#place_rybinskoe;1;Места;Насел. пункты
placeName;Уринской;#place_уринской;1;Места;Насел. пункты
placeName;Знаменский;#place_знаменский;1;Места;Насел. пункты
placeName;Черноречинской;#place_черноречинской;1;Места;Насел. пункты
placeName;Иркутску;#place_irkutsk_province;1;Места;Насел. пункты
placeName;Томскую губернии;#place_tomsk_province;1;Места;Адм. единицы
placeName;Тесинской волости;#place_tesinskaya_volost;1;Места;Насел. пункты
placeName;Енисейском округе;#place_enisei_okrug;1;Места;Адм. единицы
placeName;Каменский винокуренный завод;#place_kamensky_plant;1;Места;Насел. пункты
placeName;Томского;#place_tomsk_province;1;Места;Насел. пункты
placeName;Ачинскому округу;#place_achinsk_okrug;1;Места;Адм. единицы
placeName;Бессарабской;#place_бессарабской;1;Места;Адм. единицы
placeName;Забайкальской;#place_забайкальской;1;Места;Адм. единицы
placeName;Кавказской;#place_кавказской;1;Места;Адм. единицы
placeName;Камчатской;#place_камчатской;1;Места;Адм. единицы
placeName;Красноярск;;1;Места;Насел. пункты
placeName;Енисейск;;1;Места;Насел. пункты
placeName;Канск;;1;Места;Насел. пункты
placeName;Ачинск;;1;Места;Насел. пункты
placeName;Минусинск;;1;Места;Насел. пункты
placeName;Туруханск;;1;Места;Насел. пункты
placeName;Енисейская губерния;;1;Места;Адм. единицы
placeName;Томская губерния;;1;Места;Адм. единицы
placeName;Иркутская губерния;;1;Места;Адм. единицы
placeName;Восточная Сибирь;;1;Места;Адм. единицы
placeName;Туруханский край;;1;Места;Адм. единицы
placeName;Енисейский округ;;1;Места;Адм. единицы
placeName;Красноярский округ;;1;Места;Адм. единицы
placeName;Канский округ;;1;Места;Адм. единицы
placeName;Ачинский округ;;1;Места;Адм. единицы
placeName;Минусинский округ;;1;Места;Адм. единицы
placeName;Соленоозерный форпост;;1;Места;Географические точки
placeName;Енисей;;1;Места;Насел. пункты
placeName;Туба;;1;Места;Географические точки
placeName;Чулым;;1;Места;Географические точки
placeName;Кеть;;1;Места;Географические точки
placeName;Каменский завод;;1;Места;Насел. пункты
placeName;Рыбинское;;1;Места;Насел. пункты
placeName;Тесинская волость;;1;Места;Адм. единицы
placeName;Шушенской;;1;Места;Насел. пункты
placeName;Балахтинской;;1;Места;Насел. пункты
placeName;Ялуторовского;;1;Места;Насел. пункты
placeName;Тобольской;;1;Места;Адм. единицы
placeName;Заледеевской;;1;Места;Насел. пункты
placeName;Сухобузимской;;1;Места;Насел. пункты
placeName;Ладейской;;1;Места;Насел. пункты
placeName;Назаровской;;1;Места;Насел. пункты
placeName;Чернореченской;;1;Места;Насел. пункты
placeName;Ужурской;;1;Места;Насел. пункты
placeName;Нахвальской;;1;Места;Насел. пункты
placeName;Уринской;;1;Места;Насел. пункты
placeName;Знаменский;;1;Места;Насел. пункты
placeName;Черноречинской;;1;Места;Насел. пункты
placeName;Бессарабской;;1;Места;Адм. единицы
placeName;Забайкальской;;1;Места;Адм. единицы
placeName;Кавказской;;1;Места;Адм. единицы
placeName;Камчатской;;1;Места;Адм. единицы
placeName;Якутской;;1;Места;Насел. пункты
